C_REGION,ESTACION,PROGRAMA,CRUCERO,F_MUESTREO,MES,ANNO,T_C
11,A30,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,12.2
11,A31,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,8.3
11,A32,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,9.5
11,A33,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,10.6
11,A34,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,13.6
11,A35,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,13.1
11,A36,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,16.4
11,A37,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,13.8
11,A38N1,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,13.8
11,A39,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,14.2
11,A40,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,14.6
11,A41,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,14.8
11,A42,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,7.1
11,A43,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,18.3
11,A44,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,16.5
11,A45,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,9.1
11,A46,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,11.5
11,A47,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,13.7
11,A48,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,14.4
11,A48N1,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,14.4
11,A49,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,15.9
11,A50,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,14.1
11,A51,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,12.9
11,A52,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,15.8
11,A53,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,10.4
11,A54,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,10.8
11,A55,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,12.5
11,A56,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,10.3
11,A57,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,11.3
11,A58,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,8.1
11,A59,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,8.4
11,A60,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,10.7
11,A61,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,9.4
11,A62,4,CRUCERO 9,2010/12/19,DICIEMBRE,2010,8.4
10,L01,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,14.4
10,L02,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,14
10,L02N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,13.1
10,L02N2,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,14.9
10,L02N3,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,12.9
10,L02N4,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,17.4
10,L03,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,13.4
10,L03N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,13.1
10,L04,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,15.3
10,L04N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,15.6
10,L04N2,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,15.4
10,L04N3,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,18
10,L04N4,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,15
10,L05,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,16
10,L06,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,17.8
10,L06N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,15
10,L07,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,12.8
10,L08,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,21
10,L09,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,27.3
10,L10,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,21.2
10,L10N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,15.6
10,L10N2,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,11.3
10,L10N3,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,13.8
10,L11,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,13.6
10,L12,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,15.5
10,L13,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,17.8
10,L14,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,5.7
10,L16,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,17.5
10,L16N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,13.8
10,L17,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,15.4
10,L17N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,12.6
10,L19,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,11.3
10,L19N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,16.1
10,L19N2,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,12
10,L20,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,15.1
10,L20N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,17.2
10,L21,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,10
10,L22,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,#N/A
10,L22N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,12.7
10,L22N2,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,10.2
10,L22N3,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,8.2
10,L23,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,12.1
10,L23N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,15.5
10,L23N2,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,13.5
10,L24,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,14.3
10,L24N1,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,9.5
10,L25,4,CRUCERO 9,2010/12/28,DICIEMBRE,2010,12.9
12,M04,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M05,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M06,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,8
12,M01N,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,8
12,M02N,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,8
12,M03N,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,8
12,M07,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,8
12,M24N,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,7
12,M08,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,7
12,M25N,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,7
12,M09,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,8
12,M10,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,8
12,M11,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M12,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M13,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M14,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M15,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M16,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M17,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M18,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,7
12,M19,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,7
12,M20,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M21,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,7
12,M22,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,7
12,M23,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,8
12,M24,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M25,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M26,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M27,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M28,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M29,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M29N1,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M30,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M31,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M32,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M33,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M34,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M35,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M36,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,9
12,M37,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,10
12,M38,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,11
12,M39,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,10
12,M39C1,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M39C2,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M39C3,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M40,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M41,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M42,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M43,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M44,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,6
12,M45,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
12,M46,4,CRUCERO 9,2010/12/29,DICIEMBRE,2010,5
10,L01,1,CRUCERO 1,2011/03/08,MARZO,2011,18.6
10,L02,1,CRUCERO 1,2011/03/08,MARZO,2011,16.4
10,L02N1,1,CRUCERO 1,2011/03/08,MARZO,2011,16.4
10,L02N2,1,CRUCERO 1,2011/03/08,MARZO,2011,18.1
10,L02N3,1,CRUCERO 1,2011/03/08,MARZO,2011,16.5
10,L02N4,1,CRUCERO 1,2011/03/08,MARZO,2011,17.2
10,L03,1,CRUCERO 1,2011/03/08,MARZO,2011,16.7
10,L03N1,1,CRUCERO 1,2011/03/08,MARZO,2011,15.7
10,L04,1,CRUCERO 1,2011/03/08,MARZO,2011,16
10,L04N2,1,CRUCERO 1,2011/03/08,MARZO,2011,17.5
10,L04N3,1,CRUCERO 1,2011/03/08,MARZO,2011,18.7
10,L04N4,1,CRUCERO 1,2011/03/08,MARZO,2011,17
10,L05,1,CRUCERO 1,2011/03/08,MARZO,2011,16.3
10,L06,1,CRUCERO 1,2011/03/08,MARZO,2011,16.1
10,L06N1,1,CRUCERO 1,2011/03/08,MARZO,2011,14.8
10,L06N2,1,CRUCERO 1,2011/03/08,MARZO,2011,16.9
10,L07,1,CRUCERO 1,2011/03/08,MARZO,2011,18.6
10,L08,1,CRUCERO 1,2011/03/08,MARZO,2011,15.5
10,L09,1,CRUCERO 1,2011/03/08,MARZO,2011,12.3
10,L09N1,1,CRUCERO 1,2011/03/08,MARZO,2011,13
10,L10,1,CRUCERO 1,2011/03/08,MARZO,2011,14.1
10,L10N2,1,CRUCERO 1,2011/03/08,MARZO,2011,17.2
10,L10N3,1,CRUCERO 1,2011/03/08,MARZO,2011,17.4
10,L11,1,CRUCERO 1,2011/03/08,MARZO,2011,21.9
10,L12,1,CRUCERO 1,2011/03/08,MARZO,2011,14
10,L13,1,CRUCERO 1,2011/03/08,MARZO,2011,12.8
10,L13N1,1,CRUCERO 1,2011/03/08,MARZO,2011,13.1
10,L14,1,CRUCERO 1,2011/03/08,MARZO,2011,13.6
10,L16,1,CRUCERO 1,2011/03/08,MARZO,2011,14.6
10,L16N1,1,CRUCERO 1,2011/03/08,MARZO,2011,14.8
10,L17,1,CRUCERO 1,2011/03/08,MARZO,2011,15.9
10,L17N1,1,CRUCERO 1,2011/03/08,MARZO,2011,15.8
10,L17N2,1,CRUCERO 1,2011/03/08,MARZO,2011,13.4
10,L19,1,CRUCERO 1,2011/03/08,MARZO,2011,14.7
10,L19N1,1,CRUCERO 1,2011/03/08,MARZO,2011,17.3
10,L19N2,1,CRUCERO 1,2011/03/08,MARZO,2011,18
10,L19N3,1,CRUCERO 1,2011/03/08,MARZO,2011,13.3
10,L19N4,1,CRUCERO 1,2011/03/08,MARZO,2011,12.4
10,L20,1,CRUCERO 1,2011/03/08,MARZO,2011,16.9
10,L20N1,1,CRUCERO 1,2011/03/08,MARZO,2011,16.5
10,L22,1,CRUCERO 1,2011/03/08,MARZO,2011,20.9
10,L22N1,1,CRUCERO 1,2011/03/08,MARZO,2011,19.1
10,L22N2,1,CRUCERO 1,2011/03/08,MARZO,2011,18.8
10,L22N3,1,CRUCERO 1,2011/03/08,MARZO,2011,15.8
10,L23,1,CRUCERO 1,2011/03/08,MARZO,2011,12.2
10,L23N1,1,CRUCERO 1,2011/03/08,MARZO,2011,14.5
10,L23N2,1,CRUCERO 1,2011/03/08,MARZO,2011,16.9
10,L24,1,CRUCERO 1,2011/03/08,MARZO,2011,14.1
10,L24N1,1,CRUCERO 1,2011/03/08,MARZO,2011,15.4
10,L25,1,CRUCERO 1,2011/03/08,MARZO,2011,14.3
10,L25N1,1,CRUCERO 1,2011/03/08,MARZO,2011,15
10,L25N2,1,CRUCERO 1,2011/03/08,MARZO,2011,14.1
11,A06,1,CRUCERO 1,2011/03/17,MARZO,2011,18.4
11,A07,1,CRUCERO 1,2011/03/17,MARZO,2011,20.3
11,A08,1,CRUCERO 1,2011/03/17,MARZO,2011,18.1
11,A08N1,1,CRUCERO 1,2011/03/17,MARZO,2011,19.1
11,A08N2,1,CRUCERO 1,2011/03/17,MARZO,2011,19.9
11,A09,1,CRUCERO 1,2011/03/17,MARZO,2011,21.2
11,A10N1,1,CRUCERO 1,2011/03/17,MARZO,2011,20.7
11,A12,1,CRUCERO 1,2011/03/17,MARZO,2011,25.6
11,A12N1,1,CRUCERO 1,2011/03/17,MARZO,2011,21.9
11,A13,1,CRUCERO 1,2011/03/17,MARZO,2011,16
11,A15,1,CRUCERO 1,2011/03/17,MARZO,2011,17.1
11,A16,1,CRUCERO 1,2011/03/17,MARZO,2011,17.1
11,A18,1,CRUCERO 1,2011/03/17,MARZO,2011,18.3
11,A18N2,1,CRUCERO 1,2011/03/17,MARZO,2011,20.2
11,A18N3,1,CRUCERO 1,2011/03/17,MARZO,2011,16.3
11,A19,1,CRUCERO 1,2011/03/17,MARZO,2011,20.1
11,A19N1,1,CRUCERO 1,2011/03/17,MARZO,2011,18.2
11,A19N2,1,CRUCERO 1,2011/03/17,MARZO,2011,18.9
11,A19N3,1,CRUCERO 1,2011/03/17,MARZO,2011,20
11,A20,1,CRUCERO 1,2011/03/17,MARZO,2011,21.4
11,A22,1,CRUCERO 1,2011/03/17,MARZO,2011,12
11,A23,1,CRUCERO 1,2011/03/17,MARZO,2011,14.3
11,A24,1,CRUCERO 1,2011/03/17,MARZO,2011,16
11,A25,1,CRUCERO 1,2011/03/17,MARZO,2011,11.8
11,A26,1,CRUCERO 1,2011/03/17,MARZO,2011,14.8
11,A27,1,CRUCERO 1,2011/03/17,MARZO,2011,14.4
11,A28,1,CRUCERO 1,2011/03/17,MARZO,2011,16.6
11,A29,1,CRUCERO 1,2011/03/17,MARZO,2011,10.8
11,A30,1,CRUCERO 1,2011/03/17,MARZO,2011,14
11,A30N1,1,CRUCERO 1,2011/03/17,MARZO,2011,14
11,A31,1,CRUCERO 1,2011/03/17,MARZO,2011,12.8
11,A32,1,CRUCERO 1,2011/03/17,MARZO,2011,12.3
11,A35,1,CRUCERO 1,2011/03/17,MARZO,2011,19.2
11,A35N1,1,CRUCERO 1,2011/03/17,MARZO,2011,18.5
11,A36,1,CRUCERO 1,2011/03/17,MARZO,2011,18.2
11,A37,1,CRUCERO 1,2011/03/17,MARZO,2011,13.4
11,A38N1,1,CRUCERO 1,2011/03/17,MARZO,2011,17.4
11,A39,1,CRUCERO 1,2011/03/17,MARZO,2011,23.1
11,A40,1,CRUCERO 1,2011/03/17,MARZO,2011,19.8
11,A41,1,CRUCERO 1,2011/03/17,MARZO,2011,18.4
11,A41N1,1,CRUCERO 1,2011/03/17,MARZO,2011,16.1
11,A42,1,CRUCERO 1,2011/03/17,MARZO,2011,24
11,A43,1,CRUCERO 1,2011/03/17,MARZO,2011,14.4
11,A44,1,CRUCERO 1,2011/03/17,MARZO,2011,14.5
11,A45,1,CRUCERO 1,2011/03/17,MARZO,2011,17.1
11,A46,1,CRUCERO 1,2011/03/17,MARZO,2011,18.2
11,A47,1,CRUCERO 1,2011/03/17,MARZO,2011,15
11,A48,1,CRUCERO 1,2011/03/17,MARZO,2011,14.7
11,A48N1,1,CRUCERO 1,2011/03/17,MARZO,2011,15.1
11,A49,1,CRUCERO 1,2011/03/17,MARZO,2011,14.5
11,A49N1,1,CRUCERO 1,2011/03/17,MARZO,2011,14.3
11,A50,1,CRUCERO 1,2011/03/17,MARZO,2011,14.5
11,A50N1,1,CRUCERO 1,2011/03/17,MARZO,2011,12.2
11,A51,1,CRUCERO 1,2011/03/17,MARZO,2011,14.8
11,A52,1,CRUCERO 1,2011/03/17,MARZO,2011,14.7
11,A53,1,CRUCERO 1,2011/03/17,MARZO,2011,10.8
11,A54,1,CRUCERO 1,2011/03/17,MARZO,2011,11.1
11,A57,1,CRUCERO 1,2011/03/17,MARZO,2011,14.7
11,A59,1,CRUCERO 1,2011/03/17,MARZO,2011,13.8
11,A60,1,CRUCERO 1,2011/03/17,MARZO,2011,11.2
11,A62,1,CRUCERO 1,2011/03/17,MARZO,2011,11.7
12,M04,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M05,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M06,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M01N,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M02N,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M03N,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M07,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M24N,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M08,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M25N,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M09,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M10,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M11,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M12,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M13,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M14,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M15,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M16,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M16N1,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M17,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M18,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M19,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M20,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M21,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M22,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M23,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M24,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M25,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M26,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M27,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M28,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M29,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M29N1,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M30,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M31,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M32,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M33,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M34,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M34N1,1,CRUCERO 1,2011/04/08,ABRIL,2011,6
12,M35,1,CRUCERO 1,2011/04/08,ABRIL,2011,5
12,M36,1,CRUCERO 1,2011/04/08,ABRIL,2011,9
12,M37,1,CRUCERO 1,2011/04/08,ABRIL,2011,10
12,M38,1,CRUCERO 1,2011/04/08,ABRIL,2011,12
12,M39,1,CRUCERO 1,2011/04/08,ABRIL,2011,8
12,M39C1,1,CRUCERO 1,2011/04/08,ABRIL,2011,15
12,M39N1,1,CRUCERO 1,2011/04/08,ABRIL,2011,11
12,M39C3,1,CRUCERO 1,2011/04/08,ABRIL,2011,7
12,M39N2,1,CRUCERO 1,2011/04/08,ABRIL,2011,7
12,M39N3,1,CRUCERO 1,2011/04/08,ABRIL,2011,7
12,M40,1,CRUCERO 1,2011/04/08,ABRIL,2011,13
12,M40N1,1,CRUCERO 1,2011/04/08,ABRIL,2011,15
12,M41,1,CRUCERO 1,2011/04/08,ABRIL,2011,13
12,M42,1,CRUCERO 1,2011/04/08,ABRIL,2011,13
12,M43,1,CRUCERO 1,2011/04/08,ABRIL,2011,14
12,M44,1,CRUCERO 1,2011/04/08,ABRIL,2011,13
12,M44N1,1,CRUCERO 1,2011/04/08,ABRIL,2011,10
12,M45,1,CRUCERO 1,2011/04/08,ABRIL,2011,10
12,M46,1,CRUCERO 1,2011/04/08,ABRIL,2011,10
12,M46N1,1,CRUCERO 1,2011/04/08,ABRIL,2011,10
10,L01,1,CRUCERO 10,2012/01/12,ENERO,2012,15
10,L02,1,CRUCERO 10,2012/01/12,ENERO,2012,15.6
10,L02N1,1,CRUCERO 10,2012/01/12,ENERO,2012,16.7
10,L02N2,1,CRUCERO 10,2012/01/12,ENERO,2012,18.6
10,L02N3,1,CRUCERO 10,2012/01/12,ENERO,2012,15.8
10,L02N4,1,CRUCERO 10,2012/01/12,ENERO,2012,18.6
10,L03,1,CRUCERO 10,2012/01/12,ENERO,2012,17.1
10,L03N1,1,CRUCERO 10,2012/01/12,ENERO,2012,15.8
10,L04,1,CRUCERO 10,2012/01/12,ENERO,2012,14.1
10,L04N2,1,CRUCERO 10,2012/01/12,ENERO,2012,12.8
10,L04N3,1,CRUCERO 10,2012/01/12,ENERO,2012,13.7
10,L04N4,1,CRUCERO 10,2012/01/12,ENERO,2012,15.2
10,L05,1,CRUCERO 10,2012/01/12,ENERO,2012,16.8
10,L06,1,CRUCERO 10,2012/01/12,ENERO,2012,16.9
10,L06N1,1,CRUCERO 10,2012/01/12,ENERO,2012,17.6
10,L06N2,1,CRUCERO 10,2012/01/12,ENERO,2012,15.8
10,L07,1,CRUCERO 10,2012/01/12,ENERO,2012,12.2
10,L08,1,CRUCERO 10,2012/01/12,ENERO,2012,13.8
10,L09,1,CRUCERO 10,2012/01/12,ENERO,2012,14.1
10,L09N1,1,CRUCERO 10,2012/01/12,ENERO,2012,16.3
10,L10,1,CRUCERO 10,2012/01/12,ENERO,2012,15.9
10,L10N2,1,CRUCERO 10,2012/01/12,ENERO,2012,14
10,L10N3,1,CRUCERO 10,2012/01/12,ENERO,2012,16.3
10,L11,1,CRUCERO 10,2012/01/12,ENERO,2012,19.7
10,L12,1,CRUCERO 10,2012/01/12,ENERO,2012,17.8
10,L13,1,CRUCERO 10,2012/01/12,ENERO,2012,18.9
10,L13N1,1,CRUCERO 10,2012/01/12,ENERO,2012,13.3
10,L14,1,CRUCERO 10,2012/01/12,ENERO,2012,13.4
10,L16,1,CRUCERO 10,2012/01/12,ENERO,2012,12.7
10,L16N1,1,CRUCERO 10,2012/01/12,ENERO,2012,13.3
10,L17,1,CRUCERO 10,2012/01/12,ENERO,2012,15.5
10,L17N1,1,CRUCERO 10,2012/01/12,ENERO,2012,18.2
10,L17N2,1,CRUCERO 10,2012/01/12,ENERO,2012,12
10,L19,1,CRUCERO 10,2012/01/12,ENERO,2012,13.8
10,L19N1,1,CRUCERO 10,2012/01/12,ENERO,2012,15.3
10,L19N2,1,CRUCERO 10,2012/01/12,ENERO,2012,14.9
10,L19N3,1,CRUCERO 10,2012/01/12,ENERO,2012,15.5
10,L19N4,1,CRUCERO 10,2012/01/12,ENERO,2012,12.6
10,L20,1,CRUCERO 10,2012/01/12,ENERO,2012,14.6
10,L20N1,1,CRUCERO 10,2012/01/12,ENERO,2012,15.7
10,L22,1,CRUCERO 10,2012/01/12,ENERO,2012,12.9
10,L22N1,1,CRUCERO 10,2012/01/12,ENERO,2012,12.5
10,L22N2,1,CRUCERO 10,2012/01/12,ENERO,2012,12.9
10,L22N3,1,CRUCERO 10,2012/01/12,ENERO,2012,11.8
10,L23,1,CRUCERO 10,2012/01/12,ENERO,2012,13.4
10,L23N1,1,CRUCERO 10,2012/01/12,ENERO,2012,12.9
10,L23N2,1,CRUCERO 10,2012/01/12,ENERO,2012,12.9
10,L24,1,CRUCERO 10,2012/01/12,ENERO,2012,14.5
10,L24N1,1,CRUCERO 10,2012/01/12,ENERO,2012,13.9
10,L25,1,CRUCERO 10,2012/01/12,ENERO,2012,13.3
10,L25N1,1,CRUCERO 10,2012/01/12,ENERO,2012,13.8
10,L25N2,1,CRUCERO 10,2012/01/12,ENERO,2012,13.5
11,A06,1,CRUCERO 10,2012/02/01,FEBRERO,2012,16.7
11,A07,1,CRUCERO 10,2012/02/01,FEBRERO,2012,17.8
11,A08,1,CRUCERO 10,2012/02/01,FEBRERO,2012,16.2
11,A08N1,1,CRUCERO 10,2012/02/01,FEBRERO,2012,15.7
11,A08N2,1,CRUCERO 10,2012/02/01,FEBRERO,2012,16.2
11,A09,1,CRUCERO 10,2012/02/01,FEBRERO,2012,14
11,A10N1,1,CRUCERO 10,2012/02/01,FEBRERO,2012,17.1
11,A12,1,CRUCERO 10,2012/02/01,FEBRERO,2012,18.8
11,A12N1,1,CRUCERO 10,2012/02/01,FEBRERO,2012,21.4
11,A13,1,CRUCERO 10,2012/02/01,FEBRERO,2012,18.2
11,A15,1,CRUCERO 10,2012/02/01,FEBRERO,2012,16.2
11,A16,1,CRUCERO 10,2012/02/01,FEBRERO,2012,16.7
11,A18,1,CRUCERO 10,2012/02/01,FEBRERO,2012,20.2
11,A18N2,1,CRUCERO 10,2012/02/01,FEBRERO,2012,20.5
11,A18N3,1,CRUCERO 10,2012/02/01,FEBRERO,2012,21.4
11,A19,1,CRUCERO 10,2012/02/01,FEBRERO,2012,16.5
11,A19N1,1,CRUCERO 10,2012/02/01,FEBRERO,2012,22.7
11,A19N2,1,CRUCERO 10,2012/02/01,FEBRERO,2012,20.9
11,A19N3,1,CRUCERO 10,2012/02/01,FEBRERO,2012,22.2
11,A20,1,CRUCERO 10,2012/02/01,FEBRERO,2012,19.2
11,A22,1,CRUCERO 10,2012/02/01,FEBRERO,2012,18.4
11,A23,1,CRUCERO 10,2012/02/01,FEBRERO,2012,13.5
11,A24,1,CRUCERO 10,2012/02/01,FEBRERO,2012,14.8
