C_REGION,ESTACION,PROGRAMA,CRUCERO,F_MUESTREO,ANNO,MES,ARALEXCATE,ARALEXOSTE,ARALEXTAMA,ARDINOACUM,ARDINOACUT,ARPROTRETI,ARPSEUAUST,ARPSEUPSEU
10,L23,1,CRUCERO 8,2012-10-14,2012,OCTUBRE,3,1,0,2,0,1,5,3
10,L23N1,1,CRUCERO 8,2012-10-15,2012,OCTUBRE,3,1,0,1,0,1,4,1
10,L23N2,1,CRUCERO 8,2012-10-15,2012,OCTUBRE,3,1,0,2,0,1,4,2
10,L24,1,CRUCERO 8,2012-10-15,2012,OCTUBRE,2,1,0,2,0,1,3,1
10,L24N1,1,CRUCERO 8,2012-10-15,2012,OCTUBRE,2,1,0,1,0,0,2,1
10,L25,1,CRUCERO 8,2012-10-13,2012,OCTUBRE,3,1,0,2,1,0,4,5
10,L25N1,1,CRUCERO 8,2012-10-16,2012,OCTUBRE,2,1,0,2,0,0,5,5
10,L25N2,1,CRUCERO 8,2012-10-15,2012,OCTUBRE,3,1,0,2,0,1,2,1
11,A01,1,CRUCERO 8,2012-10-13,2012,OCTUBRE,3,2,,3,1,1,3,4
11,A02,1,CRUCERO 8,2012-10-13,2012,OCTUBRE,2,2,,3,0,0,2,5
11,A03,1,CRUCERO 8,2012-10-14,2012,OCTUBRE,3,1,,3,1,0,4,5
11,A03N1,1,CRUCERO 8,2012-10-14,2012,OCTUBRE,2,1,,2,1,1,4,5
11,A04,1,CRUCERO 8,2012-10-13,2012,OCTUBRE,2,3,,3,1,1,4,6
11,A04N1,1,CRUCERO 8,2012-10-15,2012,OCTUBRE,2,1,,3,1,1,5,7
11,A05,1,CRUCERO 8,2012-10-15,2012,OCTUBRE,2,1,,2,1,0,5,6
11,A05N1,1,CRUCERO 8,2012-10-15,2012,OCTUBRE,2,1,,2,1,0,4,7
11,A05N2,1,CRUCERO 8,2012-10-14,2012,OCTUBRE,1,1,,1,1,0,5,6
11,A06,1,CRUCERO 8,2012-12-09,2012,DICIEMBRE,0,1,,0,0,0,1,1
11,A07,1,CRUCERO 8,2012-12-09,2012,DICIEMBRE,0,1,,1,0,0,2,2
11,A08,1,CRUCERO 8,2012-12-09,2012,DICIEMBRE,0,0,,0,0,0,2,1
11,A08N1,1,CRUCERO 8,2012-12-09,2012,DICIEMBRE,0,0,,0,0,0,1,1
11,A08N2,1,CRUCERO 8,2012-12-09,2012,DICIEMBRE,0,1,,2,1,1,4,4
11,A09,1,CRUCERO 8,2012-12-10,2012,DICIEMBRE,1,1,,2,0,0,6,7
11,A10,1,CRUCERO 8,2012-10-16,2012,OCTUBRE,1,1,,3,0,1,4,6
11,A10N1,1,CRUCERO 8,2012-12-10,2012,DICIEMBRE,1,2,,3,0,0,5,7
11,A11,1,CRUCERO 8,2012-10-16,2012,OCTUBRE,1,0,,1,1,0,6,7
11,A11N1,1,CRUCERO 8,2012-10-16,2012,OCTUBRE,1,1,,2,3,1,3,5
11,A12,1,CRUCERO 8,2012-12-10,2012,DICIEMBRE,0,1,,1,1,2,5,7
11,A12N1,1,CRUCERO 8,2012-12-10,2012,DICIEMBRE,1,1,,1,0,1,1,6
11,A13,1,CRUCERO 8,2012-12-11,2012,DICIEMBRE,2,1,,4,1,2,6,7
11,A14,1,CRUCERO 8,2012-10-16,2012,OCTUBRE,1,0,,1,1,0,4,7
11,A15,1,CRUCERO 8,2012-12-11,2012,DICIEMBRE,1,1,,2,2,2,4,5
11,A16,1,CRUCERO 8,2012-12-11,2012,DICIEMBRE,1,1,,2,2,3,2,4
11,A17,1,CRUCERO 8,2012-10-17,2012,OCTUBRE,2,1,,2,2,2,2,6
11,A18,1,CRUCERO 8,2012-12-07,2012,DICIEMBRE,1,0,,2,2,2,5,4
11,A18N1,1,CRUCERO 8,2012-10-16,2012,OCTUBRE,3,1,,3,1,0,5,7
11,A18N2,1,CRUCERO 8,2012-12-08,2012,DICIEMBRE,0,0,,3,2,2,3,3
11,A18N3,1,CRUCERO 8,2012-12-08,2012,DICIEMBRE,1,1,,1,1,3,2,3
11,A18N4,1,CRUCERO 8,2012-10-16,2012,OCTUBRE,2,1,,4,3,0,3,6
11,A19,1,CRUCERO 8,2012-12-13,2012,DICIEMBRE,0,1,,1,2,2,1,4
11,A19N1,1,CRUCERO 8,2012-12-11,2012,DICIEMBRE,0,0,,2,3,4,3,6
11,A19N2,1,CRUCERO 8,2012-12-11,2012,DICIEMBRE,0,1,,1,2,2,1,5
11,A19N3,1,CRUCERO 8,2012-12-11,2012,DICIEMBRE,0,1,,3,5,4,1,4
11,A20,1,CRUCERO 8,2012-12-13,2012,DICIEMBRE,0,0,,3,5,3,0,5
11,A21,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,0,0,,1,1,1,0,5
11,A22,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,0,1,,2,2,2,0,4
11,A23,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,1,0,,1,1,2,2,2
11,A24,1,CRUCERO 8,2012-12-18,2012,DICIEMBRE,0,0,,1,0,0,5,4
11,A25,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,0,0,,1,1,1,5,4
11,A26,1,CRUCERO 8,2012-12-16,2012,DICIEMBRE,1,0,,1,0,1,3,3
11,A27,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,1,0,,1,1,1,2,2
11,A28,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,0,1,,1,1,1,3,2
11,A29,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,3,0,,1,1,2,3,2
11,A30,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,0,0,,1,1,2,4,4
11,A30N1,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,2,0,,2,3,2,2,4
11,A31,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,1,0,,2,2,3,3,3
11,A32,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,2,0,,3,3,4,2,4
11,A33,1,CRUCERO 8,2012-10-15,2012,OCTUBRE,3,2,,3,2,0,5,6
11,A34,1,CRUCERO 8,2012-10-15,2012,OCTUBRE,1,1,,2,1,0,4,5
11,A35,1,CRUCERO 8,2012-12-07,2012,DICIEMBRE,2,1,,1,2,3,6,5
11,A35N1,1,CRUCERO 8,2012-12-07,2012,DICIEMBRE,2,0,,3,2,3,2,3
11,A35N2,1,CRUCERO 8,2012-12-08,2012,DICIEMBRE,1,0,,2,1,1,5,5
11,A35N3,1,CRUCERO 8,2012-12-08,2012,DICIEMBRE,1,1,,1,0,1,6,6
11,A36,1,CRUCERO 8,2012-12-07,2012,DICIEMBRE,0,0,,0,1,1,5,5
11,A37,1,CRUCERO 8,2012-12-07,2012,DICIEMBRE,2,0,,2,2,1,6,5
11,A38N1,1,CRUCERO 8,2012-12-07,2012,DICIEMBRE,3,1,,3,1,1,5,5
11,A38N2,1,CRUCERO 8,2012-12-06,2012,DICIEMBRE,0,0,,1,0,0,3,3
11,A38N3,1,CRUCERO 8,2012-12-06,2012,DICIEMBRE,1,1,,0,0,0,2,3
11,A38N4,1,CRUCERO 8,2012-12-06,2012,DICIEMBRE,2,1,,1,1,0,4,5
11,A39,1,CRUCERO 8,2012-12-05,2012,DICIEMBRE,2,0,,3,2,2,5,6
11,A40,1,CRUCERO 8,2012-12-05,2012,DICIEMBRE,2,0,,2,2,1,5,6
11,A41,1,CRUCERO 8,2012-12-05,2012,DICIEMBRE,2,0,,1,1,0,6,5
11,A41N1,1,CRUCERO 8,2012-12-06,2012,DICIEMBRE,1,0,,0,0,0,4,4
11,A42,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,0,0,,1,2,3,5,5
11,A43,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,0,0,,1,1,2,5,5
11,A44,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,0,0,,0,0,0,5,6
11,A45,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,2,0,,3,1,3,6,6
11,A46,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,1,0,,1,1,1,5,6
11,A47,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,0,0,,1,0,0,5,6
11,A48,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,0,0,,0,0,0,6,5
11,A48N1,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,0,0,,0,0,0,5,5
11,A49,1,CRUCERO 8,2012-12-16,2012,DICIEMBRE,1,0,,1,1,0,5,5
11,A49N1,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,0,0,,1,0,0,2,1
11,A50,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,1,0,,1,1,2,5,4
11,A50N1,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,1,1,,1,1,0,5,4
11,A51,1,CRUCERO 8,2012-12-16,2012,DICIEMBRE,0,1,,1,1,0,3,3
11,A52,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,1,1,,1,1,1,5,4
11,A53,1,CRUCERO 8,2012-12-16,2012,DICIEMBRE,2,0,,1,1,0,5,5
11,A54,1,CRUCERO 8,2012-12-16,2012,DICIEMBRE,1,0,,1,0,1,5,5
11,A55,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,2,3,,3,1,0,4,3
11,A56,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,2,3,,4,2,0,2,2
11,A57,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,0,1,,1,0,0,4,3
11,A58,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,0,2,,2,0,0,3,3
11,A59,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,1,1,,2,1,0,2,2
11,A60,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,0,1,,1,0,0,4,4
11,A62,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,2,1,,1,0,0,4,4
12,M04,1,CRUCERO 8,2012-12-04,2012,DICIEMBRE,2,1,,1,0,0,3,2
12,M05,1,CRUCERO 8,2012-12-04,2012,DICIEMBRE,3,1,,1,0,0,2,2
12,M06,1,CRUCERO 8,2012-12-04,2012,DICIEMBRE,6,0,,1,0,0,0,0
12,M01N,1,CRUCERO 8,2012-12-04,2012,DICIEMBRE,5,2,,2,0,0,0,0
12,M02N,1,CRUCERO 8,2012-12-03,2012,DICIEMBRE,5,2,,3,0,0,0,0
12,M03N,1,CRUCERO 8,2012-12-03,2012,DICIEMBRE,5,1,,1,0,0,0,0
12,M07,1,CRUCERO 8,2012-12-03,2012,DICIEMBRE,5,0,,1,0,0,0,1
12,M24N,1,CRUCERO 8,2012-12-03,2012,DICIEMBRE,3,0,,1,0,1,1,0
12,M08,1,CRUCERO 8,2012-12-03,2012,DICIEMBRE,4,1,,1,0,0,2,2
12,M25N,1,CRUCERO 8,2012-12-03,2012,DICIEMBRE,4,1,,1,0,0,2,3
12,M09,1,CRUCERO 8,2012-12-03,2012,DICIEMBRE,4,1,,0,2,0,3,4
12,M10,1,CRUCERO 8,2012-12-03,2012,DICIEMBRE,5,2,,3,1,0,3,4
12,M11,1,CRUCERO 8,2012-12-03,2012,DICIEMBRE,4,1,,0,1,0,3,3
12,M12,1,CRUCERO 8,2012-12-03,2012,DICIEMBRE,4,1,,1,0,0,4,5
12,M13,1,CRUCERO 8,2012-12-02,2012,DICIEMBRE,3,1,,1,0,1,3,3
12,M14,1,CRUCERO 8,2012-12-02,2012,DICIEMBRE,5,1,,1,0,0,4,5
12,M15,1,CRUCERO 8,2012-12-02,2012,DICIEMBRE,3,1,,1,0,1,4,6
12,M16,1,CRUCERO 8,2012-12-02,2012,DICIEMBRE,3,1,,2,0,0,3,2
12,M16N1,1,CRUCERO 8,2012-12-01,2012,DICIEMBRE,0,1,,1,0,0,0,0
12,M17,1,CRUCERO 8,2012-12-01,2012,DICIEMBRE,1,1,,1,0,0,1,1
12,M18,1,CRUCERO 8,2012-12-01,2012,DICIEMBRE,0,0,,1,0,0,0,0
12,M19,1,CRUCERO 8,2012-12-01,2012,DICIEMBRE,1,1,,1,0,0,1,1
12,M20,1,CRUCERO 8,2012-12-01,2012,DICIEMBRE,1,1,,1,0,0,1,1
12,M21,1,CRUCERO 8,2012-12-01,2012,DICIEMBRE,0,1,,2,0,0,0,0
12,M22,1,CRUCERO 8,2012-12-01,2012,DICIEMBRE,0,0,,1,0,0,0,0
12,M23,1,CRUCERO 8,2012-12-01,2012,DICIEMBRE,0,1,,2,0,0,2,1
12,M24,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,3,1,,7,0,2,0,0
12,M25,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,3,1,,9,0,3,0,0
12,M26,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,3,0,,9,0,2,0,0
12,M27,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,4,0,,6,0,1,0,0
12,M28,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,5,2,,5,0,1,2,2
12,M29,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,5,0,,7,0,2,0,2
12,M29N1,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,2,0,,7,0,2,0,0
12,M30,1,CRUCERO 8,2012-12-13,2012,DICIEMBRE,6,1,,3,1,1,2,2
12,M31,1,CRUCERO 8,2012-12-13,2012,DICIEMBRE,5,1,,2,0,0,4,4
12,M32,1,CRUCERO 8,2012-12-14,2012,DICIEMBRE,6,1,,4,0,2,4,4
12,M33,1,CRUCERO 8,2012-12-13,2012,DICIEMBRE,3,1,,1,0,3,4,3
12,M34,1,CRUCERO 8,2012-12-13,2012,DICIEMBRE,3,1,,1,0,2,5,4
12,M34N1,1,CRUCERO 8,2012-12-12,2012,DICIEMBRE,5,1,,2,0,3,3,4
12,M35,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,6,1,,3,0,1,3,4
12,M36,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,6,2,,3,0,2,3,4
12,M37,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,6,2,,2,0,2,4,3
12,M38,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,5,2,,2,0,3,0,0
12,M39,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,4,2,,2,0,0,2,1
12,M39C1,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,4,2,,1,0,0,2,1
12,M39N1,1,CRUCERO 8,2012-12-12,2012,DICIEMBRE,4,3,,1,0,0,2,2
12,M39C3,1,CRUCERO 8,2012-12-12,2012,DICIEMBRE,4,1,,1,0,0,3,3
12,M39N2,1,CRUCERO 8,2012-12-12,2012,DICIEMBRE,3,1,,1,0,0,2,0
12,M39N3,1,CRUCERO 8,2012-12-12,2012,DICIEMBRE,2,1,,1,0,0,2,2
12,M40,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,2,1,,1,0,0,1,1
12,M40N1,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,0,1,,1,0,0,0,0
12,M41,1,CRUCERO 8,2012-12-16,2012,DICIEMBRE,0,1,,0,0,0,0,1
12,M42,1,CRUCERO 8,2012-12-16,2012,DICIEMBRE,1,1,,1,0,0,0,1
12,M43,1,CRUCERO 8,2012-12-17,2012,DICIEMBRE,1,1,,1,0,0,1,1
12,M44,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,0,1,,1,0,0,0,0
12,M44N1,1,CRUCERO 8,2012-12-15,2012,DICIEMBRE,1,1,,0,0,0,1,0
12,M45,1,CRUCERO 8,2012-12-18,2012,DICIEMBRE,1,2,,1,0,0,0,0
12,M46,1,CRUCERO 8,2012-12-18,2012,DICIEMBRE,1,1,,0,0,0,0,0
12,M46N1,1,CRUCERO 8,2012-12-18,2012,DICIEMBRE,1,1,,1,0,0,2,0
10,L01,1,CRUCERO 8,2013-11-22,2013,NOVIEMBRE,0,4,0,7,0,0,6,6
10,L02,1,CRUCERO 8,2013-11-24,2013,NOVIEMBRE,0,3,0,4,1,0,4,5
10,L02N1,1,CRUCERO 8,2013-11-24,2013,NOVIEMBRE,0,3,0,6,0,0,4,6
10,L02N2,1,CRUCERO 8,2013-11-24,2013,NOVIEMBRE,0,1,0,7,0,1,2,6
10,L02N3,1,CRUCERO 8,2013-11-24,2013,NOVIEMBRE,0,3,0,9,0,1,3,5
10,L02N4,1,CRUCERO 8,2013-11-24,2013,NOVIEMBRE,0,1,0,9,0,2,4,6
10,L03,1,CRUCERO 8,2013-11-23,2013,NOVIEMBRE,0,4,0,7,0,0,6,6
10,L03N1,1,CRUCERO 8,2013-11-24,2013,NOVIEMBRE,0,4,0,6,0,2,6,6
10,L04,1,CRUCERO 8,2013-11-22,2013,NOVIEMBRE,0,1,0,1,0,0,4,4
10,L04N2,1,CRUCERO 8,2013-11-19,2013,NOVIEMBRE,0,3,0,4,0,0,3,2
10,L04N3,1,CRUCERO 8,2013-11-18,2013,NOVIEMBRE,1,0,0,2,0,0,3,5
10,L04N4,1,CRUCERO 8,2013-11-22,2013,NOVIEMBRE,0,1,0,2,0,0,3,4
10,L05,1,CRUCERO 8,2013-11-18,2013,NOVIEMBRE,0,1,0,0,0,0,3,0
10,L06,1,CRUCERO 8,2013-11-18,2013,NOVIEMBRE,0,0,0,1,0,0,3,4
10,L06N1,1,CRUCERO 8,2013-11-23,2013,NOVIEMBRE,0,2,0,6,0,0,5,6
10,L06N2,1,CRUCERO 8,2013-11-23,2013,NOVIEMBRE,0,6,0,7,0,0,6,5
10,L07,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,1,0,2,0,0,4,4
10,L08,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,0,0,1,0,0,5,5
10,L09,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,1,0,3,0,0,4,4
10,L09N1,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,1,0,4,0,0,5,6
10,L10,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,1,0,6,0,1,2,5
10,L10N2,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,0,0,2,0,0,2,4
10,L10N3,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,1,0,2,0,0,2,4
10,L11,1,CRUCERO 8,2013-11-15,2013,NOVIEMBRE,0,1,0,3,0,1,3,5
10,L12,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,2,0,2,0,0,5,4
10,L13,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,2,0,3,0,0,5,3
10,L13N1,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,1,0,4,0,0,5,5
10,L14,1,CRUCERO 8,2013-11-16,2013,NOVIEMBRE,0,1,0,2,0,0,4,4
10,L16,1,CRUCERO 8,2013-11-22,2013,NOVIEMBRE,2,3,0,7,1,2,4,3
10,L16N1,1,CRUCERO 8,2013-11-22,2013,NOVIEMBRE,3,3,0,7,0,0,4,3
10,L17,1,CRUCERO 8,2013-11-22,2013,NOVIEMBRE,0,1,0,3,0,0,6,4
10,L17N1,1,CRUCERO 8,2013-11-22,2013,NOVIEMBRE,0,0,0,2,0,0,6,4
10,L17N2,1,CRUCERO 8,2013-11-22,2013,NOVIEMBRE,1,1,0,4,0,0,4,2
10,L19N1,1,CRUCERO 8,2013-11-18,2013,NOVIEMBRE,1,1,0,6,0,0,4,2
10,L22N1,1,CRUCERO 8,2013-11-19,2013,NOVIEMBRE,1,1,0,3,0,0,3,2
10,L22N2,1,CRUCERO 8,2013-11-19,2013,NOVIEMBRE,1,1,0,2,0,0,3,2
10,L22N3,1,CRUCERO 8,2013-11-19,2013,NOVIEMBRE,1,1,0,3,0,0,3,1
10,L23N1,1,CRUCERO 8,2013-11-19,2013,NOVIEMBRE,2,1,0,4,0,1,4,2
10,L23N2,1,CRUCERO 8,2013-11-19,2013,NOVIEMBRE,2,1,0,3,0,0,4,3
10,L24N1,1,CRUCERO 8,2013-11-19,2013,NOVIEMBRE,1,1,0,1,0,0,4,3
10,L25,1,CRUCERO 8,2013-11-21,2013,NOVIEMBRE,0,1,0,6,0,0,1,1
10,L25N1,1,CRUCERO 8,2013-11-20,2013,NOVIEMBRE,0,1,0,5,0,1,2,2
11,A01,1,CRUCERO 8,2013-10-30,2013,OCTUBRE,0,2,0,3,1,1,4,6
11,A02N1,1,CRUCERO 8,2013-10-29,2013,OCTUBRE,1,2,0,2,1,1,3,2
11,A03,1,CRUCERO 8,2013-10-29,2013,OCTUBRE,2,1,0,3,1,0,4,3
11,A03N1,1,CRUCERO 8,2013-10-29,2013,OCTUBRE,0,1,0,1,0,0,3,2
11,A05N1,1,CRUCERO 8,2013-10-29,2013,OCTUBRE,1,1,0,2,0,1,5,5
11,A05N2,1,CRUCERO 8,2013-10-28,2013,OCTUBRE,0,0,0,1,0,0,2,2
11,A09,1,CRUCERO 8,2013-10-30,2013,OCTUBRE,0,1,0,2,0,0,3,4
11,A10,1,CRUCERO 8,2013-10-30,2013,OCTUBRE,0,1,0,5,1,0,3,2
11,A11,1,CRUCERO 8,2013-10-30,2013,OCTUBRE,0,1,0,3,0,0,4,5
11,A12,1,CRUCERO 8,2013-10-31,2013,OCTUBRE,1,1,0,3,1,1,7,8
11,A13,1,CRUCERO 8,2013-10-31,2013,OCTUBRE,0,1,0,2,1,0,6,7
11,A14,1,CRUCERO 8,2013-10-31,2013,OCTUBRE,0,2,0,5,2,2,5,7
11,A15,1,CRUCERO 8,2013-10-31,2013,OCTUBRE,1,1,0,2,1,1,5,6
11,A16,1,CRUCERO 8,2013-10-31,2013,OCTUBRE,0,1,0,4,2,2,5,6
11,A16N1,1,CRUCERO 8,2013-10-31,2013,OCTUBRE,0,1,0,1,0,1,1,4
11,A17,1,CRUCERO 8,2013-10-31,2013,OCTUBRE,1,1,0,3,4,3,4,6
11,A18,1,CRUCERO 8,2013-10-27,2013,OCTUBRE,2,1,0,2,1,2,5,5
11,A18N1,1,CRUCERO 8,2013-10-27,2013,OCTUBRE,0,1,0,4,2,1,5,7
11,A18N2,1,CRUCERO 8,2013-10-27,2013,OCTUBRE,1,1,0,1,1,1,4,6
11,A18N3,1,CRUCERO 8,2013-10-27,2013,OCTUBRE,0,1,0,2,0,0,4,4
11,A18N4,1,CRUCERO 8,2013-10-27,2013,OCTUBRE,1,1,0,3,1,1,5,6
11,A19,1,CRUCERO 8,2013-11-03,2013,NOVIEMBRE,0,3,0,5,4,1,3,4
11,A19N1,1,CRUCERO 8,2013-11-03,2013,NOVIEMBRE,1,3,0,5,5,2,6,7
11,A19N2,1,CRUCERO 8,2013-11-03,2013,NOVIEMBRE,0,4,0,5,4,2,6,6
11,A20,1,CRUCERO 8,2013-11-04,2013,NOVIEMBRE,2,2,0,3,2,2,3,5
11,A20N1,1,CRUCERO 8,2013-11-04,2013,NOVIEMBRE,0,1,0,2,1,2,2,4
11,A21,1,CRUCERO 8,2013-11-04,2013,NOVIEMBRE,0,1,0,3,1,2,4,4
11,A22,1,CRUCERO 8,2013-11-04,2013,NOVIEMBRE,2,2,0,3,1,0,3,5
11,A23,1,CRUCERO 8,2013-11-04,2013,NOVIEMBRE,2,2,0,3,1,2,2,5
11,A24,1,CRUCERO 8,2013-11-08,2013,NOVIEMBRE,0,1,0,2,1,0,5,5
11,A25,1,CRUCERO 8,2013-11-08,2013,NOVIEMBRE,0,1,0,2,0,1,5,5
11,A26,1,CRUCERO 8,2013-11-07,2013,NOVIEMBRE,1,1,0,1,0,0,5,5
11,A27,1,CRUCERO 8,2013-11-07,2013,NOVIEMBRE,2,2,0,3,1,3,2,3
11,A28,1,CRUCERO 8,2013-11-07,2013,NOVIEMBRE,2,1,0,2,1,2,3,3
11,A29,1,CRUCERO 8,2013-11-07,2013,NOVIEMBRE,2,1,0,2,0,1,4,4
11,A30,1,CRUCERO 8,2013-11-04,2013,NOVIEMBRE,1,1,0,2,0,1,4,3
11,A30N1,1,CRUCERO 8,2013-11-04,2013,NOVIEMBRE,2,1,0,3,1,2,3,4
11,A32,1,CRUCERO 8,2013-11-05,2013,NOVIEMBRE,0,1,0,1,0,1,4,5
11,A32N1,1,CRUCERO 8,2013-11-04,2013,NOVIEMBRE,1,1,0,2,1,2,4,4
11,A33,1,CRUCERO 8,2013-10-29,2013,OCTUBRE,1,1,0,1,0,0,4,5
11,A35,1,CRUCERO 8,2013-10-26,2013,OCTUBRE,1,1,0,1,0,0,3,2
11,A35N1,1,CRUCERO 8,2013-10-26,2013,OCTUBRE,2,1,0,3,0,0,4,3
11,A35N2,1,CRUCERO 8,2013-10-28,2013,OCTUBRE,2,2,0,4,0,1,5,4
11,A35N3,1,CRUCERO 8,2013-10-28,2013,OCTUBRE,0,1,0,1,0,0,4,3
11,A36,1,CRUCERO 8,2013-10-26,2013,OCTUBRE,0,0,0,1,0,0,1,0
11,A37,1,CRUCERO 8,2013-10-26,2013,OCTUBRE,1,0,0,2,1,1,1,1
11,A38N1,1,CRUCERO 8,2013-10-26,2013,OCTUBRE,1,1,0,2,1,0,1,0
11,A38N2,1,CRUCERO 8,2013-10-25,2013,OCTUBRE,1,2,0,3,0,0,3,3
11,A38N3,1,CRUCERO 8,2013-10-26,2013,OCTUBRE,1,1,0,2,1,0,2,1
11,A38N4,1,CRUCERO 8,2013-10-25,2013,OCTUBRE,0,1,0,1,0,0,2,2
11,A39,1,CRUCERO 8,2013-10-24,2013,OCTUBRE,2,0,0,3,1,1,1,0
11,A40,1,CRUCERO 8,2013-10-24,2013,OCTUBRE,1,1,0,2,1,0,0,0
11,A41,1,CRUCERO 8,2013-10-25,2013,OCTUBRE,2,1,0,2,1,0,0,0
11,A41N1,1,CRUCERO 8,2013-10-25,2013,OCTUBRE,1,1,0,0,0,0,3,4
11,A42,1,CRUCERO 8,2013-11-05,2013,NOVIEMBRE,1,1,0,2,0,1,4,5
11,A43,1,CRUCERO 8,2013-11-05,2013,NOVIEMBRE,1,1,0,1,0,1,5,5
11,A44,1,CRUCERO 8,2013-11-05,2013,NOVIEMBRE,1,2,0,2,0,0,5,7
11,A45,1,CRUCERO 8,2013-11-05,2013,NOVIEMBRE,0,0,0,1,0,0,5,5
11,A47,1,CRUCERO 8,2013-11-05,2013,NOVIEMBRE,1,1,0,1,0,0,5,6
11,A48,1,CRUCERO 8,2013-11-05,2013,NOVIEMBRE,2,2,0,3,1,0,2,8
11,A48N1,1,CRUCERO 8,2013-11-05,2013,NOVIEMBRE,2,1,0,2,1,0,6,7
11,A49,1,CRUCERO 8,2013-11-06,2013,NOVIEMBRE,1,1,0,2,1,1,5,7
11,A49N1,1,CRUCERO 8,2013-11-06,2013,NOVIEMBRE,0,2,0,2,0,0,3,5
11,A50,1,CRUCERO 8,2013-11-08,2013,NOVIEMBRE,1,2,0,2,1,1,4,4
11,A50N1,1,CRUCERO 8,2013-11-08,2013,NOVIEMBRE,1,2,0,2,1,0,4,4
11,A51,1,CRUCERO 8,2013-11-06,2013,NOVIEMBRE,2,1,0,3,1,2,5,6
11,A51N1,1,CRUCERO 8,2013-11-06,2013,NOVIEMBRE,1,1,0,2,1,0,5,5
11,A52,1,CRUCERO 8,2013-11-08,2013,NOVIEMBRE,1,1,0,2,0,1,4,4
11,A53,1,CRUCERO 8,2013-11-07,2013,NOVIEMBRE,1,1,0,2,1,0,5,6
11,A54,1,CRUCERO 8,2013-11-07,2013,NOVIEMBRE,0,1,0,1,0,0,4,4
11,A55,1,CRUCERO 8,2013-10-29,2013,OCTUBRE,1,1,0,2,1,0,3,1
11,A57,1,CRUCERO 8,2013-10-29,2013,OCTUBRE,1,1,0,2,0,0,2,0
11,A59,1,CRUCERO 8,2013-10-29,2013,OCTUBRE,1,1,0,2,0,0,2,0
11,A60,1,CRUCERO 8,2013-10-29,2013,OCTUBRE,0,1,0,1,0,0,2,2
